学科,分层,期刊全称,ISO缩写,2025 JIF,最佳JIF分区,最佳JCI分区,年发文量,易投指数0-5,出版商分组,版面费参考(须官网核实)
SURGERY,3-Q2,Surgical Oncology Clinics of North America,SURG ONCOL CLIN N AM,1.9,Q2,Q2,47.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,3-Q2,Scandinavian Journal of Surgery,SCAND J SURG,2.1,Q2,Q2,43.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
SURGERY,3-Q2,NEUROSURGERY CLINICS OF NORTH AMERICA,NEUROSURG CLIN N AM,2.5,Q2,Q2,41.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,3-Q2,EJVES Vascular Forum,EJVES VASC FORUM,1.8,Q2,Q3,38.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,3-Q2,MINIMALLY INVASIVE THERAPY & ALLIED TECHNOLOGIES,MINIM INVASIV THER,1.8,Q2,Q2,37.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
SURGERY,3-Q2,STEREOTACTIC AND FUNCTIONAL NEUROSURGERY,STEREOT FUNCT NEUROS,2.1,Q2,Q2,36.0,0,Karger,"因刊而异，常见 USD 2,500-3,800"
SURGERY,3-Q2,World Journal of Pediatric Surgery,WORLD J PEDIATR SURG,2.1,Q2,Q3,32.0,0,BMJ,"BMJ Open约GBP 2,175；旗舰刊更高"
SURGERY,3-Q2,Journal of Visceral Surgery,J VISC SURG,2.3,Q2,Q2,28.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,3-Q2,Pleura and Peritoneum,PLEURA PERITONEUM,2.0,Q2,Q2,25.0,0,De Gruyter,因刊而异
SURGERY,3-Q2,Annals of Breast Surgery,ANN BREAST SURG,1.8,Q2,Q4,21.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,3-Q2,CANADIAN JOURNAL OF SURGERY,CAN J SURG,2.0,Q2,Q2,18.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,3-Q2,JMIR Perioperative Medicine,JMIR PERIOPER MED,2.4,Q2,Q2,17.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,3-Q2,JBJS Essential Surgical Techniques,JBJS ESSENT SURG TEC,2.4,Q2,Q3,17.0,0,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
SURGERY,3-Q2,Plastic and Aesthetic Research,PLAST AESTHET RES,2.3,Q2,Q3,17.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,3-Q2,Computer Assisted Surgery,COMPUT ASSIST SURG,2.3,Q2,Q2,16.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
SURGERY,3-Q2,Visceral Medicine,VISC MED,1.9,Q2,Q3,13.0,0,Karger,"因刊而异，常见 USD 2,500-3,800"
SURGERY,3-Q2,Seminars in Vascular Surgery,SEMIN VASC SURG,2.4,Q2,Q3,9.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,3-Q2,EUROPEAN SURGICAL RESEARCH,EUR SURG RES,2.5,Q2,Q1,7.0,0,Karger,"因刊而异，常见 USD 2,500-3,800"
SURGERY,4-Q3,JOURNAL OF CRANIOFACIAL SURGERY,J CRANIOFAC SURG,1.1,Q3,Q3,1107.0,4,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
SURGERY,4-Q3,JOURNAL OF SURGICAL RESEARCH,J SURG RES,1.6,Q3,Q2,573.0,4,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,4-Q3,Journal of Cardiothoracic Surgery,J CARDIOTHORAC SURG,1.6,Q3,Q3,490.0,4,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
SURGERY,4-Q3,ANNALS OF VASCULAR SURGERY,ANN VASC SURG,1.6,Q3,Q3,470.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,4-Q3,AMERICAN SURGEON,AM SURGEON,1.0,Q3,Q3,363.0,3,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
SURGERY,4-Q3,European Journal of Orthopaedic Surgery and Traumatology,EUR J ORTHOP SURG TR,1.7,Q3,Q2,352.0,3,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
SURGERY,4-Q3,ANNALS OF PLASTIC SURGERY,ANN PLAS SURG,1.6,Q3,Q2,338.0,3,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
SURGERY,4-Q3,Cleft Palate Craniofacial Journal,CLEFT PALATE-CRAN J,1.7,Q3,Q3,319.0,3,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
SURGERY,4-Q3,ANZ JOURNAL OF SURGERY,ANZ J SURG,1.5,Q3,Q3,277.0,3,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
SURGERY,4-Q3,CHILDS NERVOUS SYSTEM,CHILD NERV SYST,1.3,Q3,Q3,264.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
SURGERY,4-Q3,Interdisciplinary Cardiovascular and Thoracic Surgery,INTERDISC CARDIOV TH,1.4,Q3,Q3,258.0,3,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
SURGERY,4-Q3,Operative Neurosurgery,OPER NEUROSURG,1.6,Q3,Q3,158.0,2,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
SURGERY,4-Q3,Hand-American Association for Hand Surgery,HAND-AM ASSOC HAND S,1.3,Q3,Q2,145.0,2,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
SURGERY,4-Q3,OPHTHALMIC PLASTIC AND RECONSTRUCTIVE SURGERY,OPHTHAL PLAST RECONS,1.6,Q3,Q3,144.0,2,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
SURGERY,4-Q3,Journal of Minimal Access Surgery,J MINIM ACCESS SURG,1.2,Q3,Q3,140.0,2,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
SURGERY,4-Q3,Journal of Foot & Ankle Surgery,J FOOT ANKLE SURG,1.4,Q3,Q3,137.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,4-Q3,Journal of Laparoendoscopic & Advanced Surgical Techniques,J LAPAROENDOSC ADV S,1.1,Q3,Q3,137.0,2,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
SURGERY,4-Q3,Perioperative Care and Operating Room Management,PERIOPER CARE OPER R,1.0,Q3,Q3,124.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,4-Q3,Journal of Neuroendovascular Therapy,J NEUROENDOVASC THER,1.2,Q3,Q4,111.0,2,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Surgical Infections,SURG INFECT,1.7,Q3,Q3,108.0,2,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
SURGERY,4-Q3,General Thoracic and Cardiovascular Surgery,GEN THORAC CARDIOVAS,1.5,Q3,Q3,107.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
SURGERY,4-Q3,MICROSURGERY,MICROSURG,1.5,Q3,Q2,103.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
SURGERY,4-Q3,Hand Surgery & Rehabilitation,HAND SURG REHABIL,1.6,Q3,Q3,99.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,4-Q3,Advances in Skin & Wound Care,ADV SKIN WOUND CARE,1.5,Q3,Q2,94.0,1,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
SURGERY,4-Q3,FACIAL PLASTIC SURGERY,FACIAL PLAST SURG,1.5,Q3,Q3,89.0,1,Thieme,订阅路线通常无APC；OA另计
SURGERY,4-Q3,Brazilian Journal of Cardiovascular Surgery,BRAZ J CARDIOV SURG,1.4,Q3,Q3,87.0,1,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Ophthalmic Surgery Lasers & Imaging Retina,OSLI RETINA,1.1,Q3,Q3,84.0,1,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,NEUROLOGIA MEDICO-CHIRURGICA,NEUROL MED-CHIR,1.6,Q3,Q2,81.0,1,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Acta Cirurgica Brasileira,ACTA CIR BRAS,1.6,Q3,Q3,78.0,1,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Spine Surgery and Related Research,SPINE SURG RELAT RES,1.6,Q3,Q2,76.0,1,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Surgeries,SURGERIES-BASEL,1.5,Q3,Q3,75.0,1,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
SURGERY,4-Q3,SURGICAL LAPAROSCOPY ENDOSCOPY & PERCUTANEOUS TECHNIQUES,SURG LAPARO ENDO PER,1.3,Q3,Q3,73.0,1,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
SURGERY,4-Q3,Surgery Open Science,SURG OPEN SCI,1.6,Q3,Q2,72.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,4-Q3,Clinics in Colon and Rectal Surgery,CLIN COLON RECT SURG,1.6,Q3,Q3,72.0,1,Thieme,订阅路线通常无APC；OA另计
SURGERY,4-Q3,THORACIC AND CARDIOVASCULAR SURGEON,THORAC CARDIOV SURG,1.5,Q3,Q3,69.0,1,Thieme,订阅路线通常无APC；OA另计
SURGERY,4-Q3,Neurochirurgie,NEUROCHIRURGIE,1.5,Q3,Q3,69.0,1,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Surgical Oncology Insight,SURG ONCOL INSIGHT,1.0,Q3,Q4,65.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,4-Q3,Chirurgia,CHIRURGIA-BUCHAREST,1.1,Q3,Q3,64.0,1,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,CIRUGIA ESPANOLA,CIR ESPAN,1.5,Q3,Q3,63.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,4-Q3,Photobiomodulation Photomedicine and Laser Surgery,PHOTOBIOMOD PHOTOMED,1.4,Q3,Q2,62.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
SURGERY,4-Q3,Innovations-Technology and Techniques in Cardiothoracic and Vascular Surgery,INNOVATIONS,1.7,Q3,Q3,58.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
SURGERY,4-Q3,Indian Journal of Plastic Surgery,INDIAN J PLAST SURG,1.0,Q3,Q3,57.0,1,Thieme,订阅路线通常无APC；OA另计
SURGERY,4-Q3,Plastic Surgery,PLAST SURG-CHIR PLAS,1.2,Q3,Q3,56.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
SURGERY,4-Q3,Videosurgery and Other Miniinvasive Techniques,VIDEOSURGERY MINIINV,1.7,Q3,Q2,52.0,1,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Annals of Thoracic and Cardiovascular Surgery,ANN THORAC CARDIOVAS,1.3,Q3,Q3,50.0,1,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE,WOUNDS,1.0,Q3,Q3,49.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,International Journal of Abdominal Wall and Hernia Surgery,INT J ABDOM WALL HER,1.0,Q3,Q4,47.0,0,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
SURGERY,4-Q3,Surgical Technology International-International Developments in Surgery and Surgical Research,SURG TECHNOL INT,1.1,Q3,Q4,46.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Polish Journal of Surgery,POL J SURG,1.0,Q3,Q3,46.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Annals of Transplantation,ANN TRANSPL,1.3,Q3,Q3,45.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Thoracic Surgery Clinics,THORAC SURG CLIN,1.6,Q3,Q3,42.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,4-Q3,Surgery in Practice and Science,SURG PRACT SCI,1.2,Q3,Q3,41.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
SURGERY,4-Q3,JOURNAL OF CARDIOVASCULAR SURGERY,J CARDIOVASC SURG,1.3,Q3,Q3,38.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Archives of Plastic Surgery-APS,ARCH PLAST SURG-APS,1.4,Q3,Q3,37.0,0,Thieme,订阅路线通常无APC；OA另计
SURGERY,4-Q3,Seminars in Plastic Surgery,SEMIN PLAST SURG,1.4,Q3,Q3,35.0,0,Thieme,订阅路线通常无APC；OA另计
SURGERY,4-Q3,Journal of Chest Surgery,J CHEST SURG,1.5,Q3,Q3,34.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Journal of Plastic Surgery and Hand Surgery,J PLAST SURG HAND SU,1.4,Q3,Q3,32.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Vascular Specialist International,VASC SPEC INT,1.2,Q3,Q4,31.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Chinese Neurosurgical Journal,CHIN NEUROSURG J,1.7,Q3,Q3,26.0,0,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
SURGERY,4-Q3,HSS Journal,HSS J,1.4,Q3,Q3,26.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
SURGERY,4-Q3,DIGESTIVE SURGERY,DIGEST SURG,1.2,Q3,Q3,25.0,0,Karger,"因刊而异，常见 USD 2,500-3,800"
SURGERY,4-Q3,Journal of Cosmetic and Laser Therapy,J COSMET LASER THER,1.0,Q3,Q3,25.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
SURGERY,4-Q3,Minerva Surgery,MINERVA SURG,1.3,Q3,Q3,23.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Journal of Neurosurgical Sciences,J NEUROSURG SCI,1.2,Q3,Q3,23.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Innovative Surgical Sciences,INNOV SURG SCI,1.3,Q3,Q3,21.0,0,De Gruyter,因刊而异
SURGERY,4-Q3,PEDIATRIC NEUROSURGERY,PEDIATR NEUROSURG,1.3,Q3,Q3,21.0,0,Karger,"因刊而异，常见 USD 2,500-3,800"
SURGERY,4-Q3,Progress in Transplantation,PROG TRANSPLANT,1.1,Q3,Q3,21.0,0,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
SURGERY,4-Q3,Kardiochirurgia i Torakochirurgia Polska-Polish Journal of Thoracic and Cardiovascular Surgery,KARDIOCHIR TORAKOCHI,1.0,Q3,Q4,19.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Annals of Laparoscopic and Endoscopic Surgery,ANN LAPAROSC ENDOSC,1.2,Q3,Q4,13.0,0,其他,请查期刊官网 Author / Open Access 页面
SURGERY,4-Q3,Journal of Transplantation,J TRANSPLANT,1.5,Q3,Q3,12.0,0,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
SURGERY,4-Q3,Current Transplantation Reports,CURR TRANSPLANT REP,1.5,Q3,Q2,1.0,0,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
TOXICOLOGY,1-Q1且IF大于10,Environmental Chemistry and Ecotoxicology,ENVIRON CHEM ECOTOX,12.3,Q1,Q1,226.0,3,其他,请查期刊官网 Author / Open Access 页面
TOXICOLOGY,1-Q1且IF大于10,ARCHIVES OF TOXICOLOGY,ARCH TOXICOL,10.9,Q1,Q1,226.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
TOXICOLOGY,1-Q1且IF大于10,ENVIRONMENTAL HEALTH PERSPECTIVES,ENVIRON HEALTH PERSP,10.9,Q1,Q1,84.0,1,其他,请查期刊官网 Author / Open Access 页面
TOXICOLOGY,1-Q1且IF大于10,DRUGS,DRUGS,14.7,Q1,Q1,55.0,1,其他,请查期刊官网 Author / Open Access 页面
TOXICOLOGY,1-Q1且IF大于10,Particle and Fibre Toxicology,PART FIBRE TOXICOL,10.6,Q1,Q1,32.0,0,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
TOXICOLOGY,1-Q1且IF大于10,Annual Review of Pharmacology and Toxicology,ANNU REV PHARMACOL,19.0,Q1,Q1,0.0,0,其他,请查期刊官网 Author / Open Access 页面
TOXICOLOGY,1-Q1且IF大于10,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART B-CRITICAL REVIEWS,J TOXICOL ENV HEAL B,11.6,Q1,Q1,0.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,2补-Q1且IF5到10,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,ECOTOX ENVIRON SAFE,6.6,Q1,Q1,1827.0,5,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,2-Q1且IF小于5,Toxics,TOXICS,4.9,Q1,Q2,935.0,5,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
TOXICOLOGY,2-Q1且IF小于5,AQUATIC TOXICOLOGY,AQUAT TOXICOL,4.6,Q1,Q1,350.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,2补-Q1且IF5到10,CHEMICO-BIOLOGICAL INTERACTIONS,CHEM-BIOL INTERACT,5.2,Q1,Q1,336.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,2补-Q1且IF5到10,TOXICOLOGY,TOXICOLOGY,5.2,Q1,Q1,258.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,2补-Q1且IF5到10,INFLAMMOPHARMACOLOGY,INFLAMMOPHARMACOLOGY,6.3,Q1,Q1,217.0,3,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
TOXICOLOGY,2-Q1且IF小于5,Environmental Toxicology and Pharmacology,ENVIRON TOXICOL PHAR,4.6,Q1,Q1,214.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,2-Q1且IF小于5,REGULATORY TOXICOLOGY AND PHARMACOLOGY,REGUL TOXICOL PHARM,4.3,Q1,Q1,161.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,2-Q1且IF小于5,Journal of Xenobiotics,J XENOBIOTICS,4.6,Q1,Q2,147.0,3,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
TOXICOLOGY,2补-Q1且IF5到10,TOXICOLOGICAL SCIENCES,TOXICOL SCI,5.2,Q1,Q1,146.0,2,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
TOXICOLOGY,2补-Q1且IF5到10,CELL BIOLOGY AND TOXICOLOGY,CELL BIOL TOXICOL,5.7,Q1,Q1,122.0,2,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
TOXICOLOGY,2补-Q1且IF5到10,Frontiers in Toxicology,FRONT TOXICOL,5.1,Q1,Q1,110.0,3,Frontiers,"约 CHF 1,495-3,150（Frontiers in Medicine A类=CHF 3,150）"
TOXICOLOGY,2补-Q1且IF5到10,DRUG SAFETY,DRUG SAFETY,5.9,Q1,Q1,89.0,1,其他,请查期刊官网 Author / Open Access 页面
TOXICOLOGY,2补-Q1且IF5到10,Journal of Exposure Science and Environmental Epidemiology,J EXPO SCI ENV EPID,5.9,Q1,Q1,78.0,1,Springer Nature,"全OA约 USD 2,090-3,490；Nature系更高；Scientific Reports已拉黑"
TOXICOLOGY,2-Q1且IF小于5,Current Research in Toxicology,CURR RES TOXICOL,4.7,Q1,Q1,48.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,2补-Q1且IF5到10,MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH,MUTAT RES-REV MUTAT,6.5,Q1,Q1,17.0,0,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,2补-Q1且IF5到10,Journal of Environmental Science and Health Part C-Toxicology and Carcinogenesis,J ENV SCI HEAL C-TOX,5.0,Q1,Q3,3.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,2-Q1且IF小于5,Expert Opinion on Drug Metabolism & Toxicology,EXPERT OPIN DRUG MET,4.5,Q1,Q3,2.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,2补-Q1且IF5到10,Reviews of Environmental Contamination and Toxicology,REV ENVIRON CONTAM T,8.3,Q1,Q2,0.0,0,Springer,"订阅路线通常无APC；选OA约 USD 2,790-4,290"
TOXICOLOGY,2补-Q1且IF5到10,CRITICAL REVIEWS IN TOXICOLOGY,CRIT REV TOXICOL,5.6,Q1,Q3,0.0,0,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,3-Q2,MARINE ENVIRONMENTAL RESEARCH,MAR ENVIRON RES,3.4,Q2,Q2,760.0,4,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,3-Q2,Toxins,TOXINS,4.0,Q2,Q2,483.0,4,MDPI,"约 CHF 1,600-2,900（如 JCM=CHF 2,600）"
TOXICOLOGY,3-Q2,JOURNAL OF BIOCHEMICAL AND MOLECULAR TOXICOLOGY,J BIOCHEM MOL TOXIC,3.6,Q2,Q2,461.0,3,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
TOXICOLOGY,3-Q2,FOOD AND CHEMICAL TOXICOLOGY,FOOD CHEM TOXICOL,3.2,Q2,Q2,382.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,3-Q2,TOXICOLOGY AND APPLIED PHARMACOLOGY,TOXICOL APPL PHARM,3.6,Q2,Q1,351.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,3-Q2,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,ENVIRON TOXICOL CHEM,3.6,Q2,Q3,329.0,3,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
TOXICOLOGY,3-Q2,JOURNAL OF APPLIED TOXICOLOGY,J APPL TOXICOL,3.1,Q2,Q3,256.0,3,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
TOXICOLOGY,3-Q2,BMC Pharmacology & Toxicology,BMC PHARMACOL TOXICO,3.5,Q2,Q2,224.0,4,BMC,"约 USD 1,990-2,890（旗舰刊更高）"
TOXICOLOGY,3-Q2,COMPARATIVE BIOCHEMISTRY AND PHYSIOLOGY C-TOXICOLOGY & PHARMACOLOGY,COMP BIOCHEM PHYS C,4.4,Q2,Q1,213.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,3-Q2,REPRODUCTIVE TOXICOLOGY,REPROD TOXICOL,3.4,Q2,Q2,206.0,3,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,3-Q2,TOXICOLOGY LETTERS,TOXICOL LETT,3.1,Q2,Q2,166.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,3-Q2,Integrated Environmental Assessment and Management,INTEGR ENVIRON ASSES,3.3,Q2,Q3,155.0,2,Oxford UP,订阅路线通常无APC；可选OA，费用因刊而异
TOXICOLOGY,3-Q2,CHEMICAL RESEARCH IN TOXICOLOGY,CHEM RES TOXICOL,4.1,Q2,Q2,143.0,2,其他,请查期刊官网 Author / Open Access 页面
TOXICOLOGY,3-Q2,CLINICAL TOXICOLOGY,CLIN TOXICOL,3.6,Q2,Q2,127.0,2,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,3-Q2,NEUROTOXICOLOGY,NEUROTOXICOLOGY,3.8,Q2,Q1,112.0,2,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,3-Q2,BASIC & CLINICAL PHARMACOLOGY & TOXICOLOGY,BASIC CLIN PHARMACOL,3.6,Q2,Q2,110.0,2,Wiley,"订阅路线通常无APC；OnlineOpen常见 USD 3,200-4,700"
TOXICOLOGY,3-Q2,THERAPEUTIC DRUG MONITORING,THER DRUG MONIT,2.3,Q2,Q3,97.0,1,Wolters Kluwer/LWW,"订阅路线通常无APC；OA常见 USD 2,000-4,000；MEDICINE已拉黑"
TOXICOLOGY,3-Q2,Cardiovascular Toxicology,CARDIOVASC TOXICOL,3.3,Q2,Q2,96.0,1,其他,请查期刊官网 Author / Open Access 页面
TOXICOLOGY,3-Q2,DNA REPAIR,DNA REPAIR,3.2,Q2,Q2,93.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,3-Q2,JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,J TOXICOL ENV HEAL A,2.4,Q2,Q2,84.0,1,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,3-Q2,ALCOHOL,ALCOHOL,2.9,Q2,Q2,81.0,1,Elsevier,"订阅路线通常无APC；Gold OA常见 USD 2,200-4,200"
TOXICOLOGY,3-Q2,IMMUNOPHARMACOLOGY AND IMMUNOTOXICOLOGY,IMMUNOPHARM IMMUNOT,3.1,Q2,Q2,69.0,1,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,3-Q2,HUMAN & EXPERIMENTAL TOXICOLOGY,HUM EXP TOXICOL,3.5,Q2,Q2,55.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
TOXICOLOGY,3-Q2,SAR AND QSAR IN ENVIRONMENTAL RESEARCH,SAR QSAR ENVIRON RES,2.8,Q2,Q3,53.0,1,Taylor & Francis,"订阅路线通常无APC；Open Select常见 USD 2,500-3,500"
TOXICOLOGY,3-Q2,TOXICOLOGIC PATHOLOGY,TOXICOL PATHOL,2.4,Q2,Q3,53.0,1,SAGE,"订阅路线通常无APC；SAGE Choice常见 USD 2,000-4,000"
